"Id","Loc","Name","smap1dR2","loglinearR2","rickerR2","best1dR2","best1dmodel","ARmodR2"
"GPDD_7065","Waite Institute Garden, University of Ad","Apple blossom thrip",0.277326037045458,0.0965886478396067,0.166177817954763,0.277326037045458,"1dsmap",0.308902375181406
"GPDD_9953","Iceland","Rock ptarmigan",0.558139633816497,0.359773291112664,0.49361146100432,0.558139633816497,"1dsmap",0.739346730762403
"GPDD_9955","Brooks Island, San Francisco Bay","California vole",0.751740315695848,0.745027404461187,0.739668678667064,0.751740315695848,"1dsmap",0.751740315695848
"GPDD_9191","Cothill","Scarlet tiger moth",0.295480873373424,0.238641124179671,0.227994041513358,0.295480873373424,"1dsmap",0.295480873373424
"GPDD_9192","Cothill","Scarlet tiger moth",0.442805485354862,0.221327003405656,0.220394258122294,0.442805485354862,"1dsmap",0.24308215549998
"GPDD_9391","Bialowieza Primeval Forest (Exploited fo","Grey wolf or Timber wolf",0.813975031756209,0.755902932651918,0.740022031099483,0.813975031756209,"1dsmap",0.813975031756209
"GPDD_9393","Bialowieza Primaeval Forest (Belarussian","Grey wolf or Timber wolf",0.582260978223512,0.568597430361021,0.582260978223512,0.582260978223512,"ricker",0.646343834122083
"GPDD_9404","Finland","Eurasian lynx",0.680666882358282,0.627618812311246,0.574669111692666,0.680666882358282,"1dsmap",0.680666882358282
"GPDD_9489","Saskatchewan","North American mink",0.587278192007325,0.485792368609136,0.345426236384107,0.587278192007325,"1dsmap",0.612222919591009
"GPDD_9491","Saskatchewan","Muskrat",0.364654430650532,0.364654430650532,0.323822388630559,0.364654430650532,"loglinear",0.460791002810359
"GPDD_9495","Saskatchewan","Fox",0.561166014843687,0.561166014843687,0.538478323638881,0.561166014843687,"loglinear",0.794044423881423
"GPDD_9500","Saskatchewan","Coyote or  Prarie wolf",0.521416212644131,0.514253054637383,0.508379047157447,0.521416212644131,"1dsmap",0.625818629980777
"GPDD_9517","Unknown","Seed beetle, Pulse beetle or Adzuki bean beetle",-0.0109905929658691,-0.0848753455305074,-0.133470125579895,-0.0109905929658691,"1dsmap",0.00566479289771682
"GPDD_9518","Unknown","Parasitoid wasp",0.166634196645519,0.0698733302894756,0.126068797174554,0.166634196645519,"1dsmap",0.126068797174554
"GPDD_9519","Unknown","Braconid wasp",0.506002232156937,0.4731354233461,0.485572398101858,0.506002232156937,"1dsmap",0.645788916178002
"GPDD_9586","Wytham Wood","Pine-tree lappet",0.18667306137189,0.117670976219246,0.18667306137189,0.18667306137189,"ricker",0.435662708075746
"GPDD_9598","Unknown","Hawkmoth",0.381564412398976,0.301642050447214,0.269922416004696,0.381564412398976,"1dsmap",0.584410030799066
"GPDD_9612","De Hoge Veluwe National Park","Pine beauty",0.39810887625795,0.0454869855374822,0.0591192848370614,0.39810887625795,"1dsmap",0.205892764158755
"GPDD_9688","Letzlingen","Pine beauty",0.316081505087841,0.0573422189897713,0.0676214841687788,0.316081505087841,"1dsmap",0.235305498021576
